NAME NODE;CPU (cores);MEMORY (bytes);ACTIVE PODS;TASK;PARAMETER;EXECUTION START TIME (seconds)
cs-modeling1;1981m;1079Mi;3;2;4;19781
cs-modeling1;1991m;1094Mi;4;2;3;19842
cs-modeling1;1994m;1093Mi;4;1;3;19916
cs-modeling1;1975m;1094Mi;4;1;5;19984
cs-modeling1;1982m;1080Mi;4;3;1;20052
cs-modeling1;2003m;1128Mi;4;1;5;20113
cs-modeling1;1997m;1071Mi;3;3;4;20181
cs-modeling1;1987m;1312Mi;4;3;3;20248
cs-modeling1;1999m;1557Mi;5;3;3;20315
cs-modeling1;1993m;1404Mi;5;3;4;20428
cs-modeling1;1975m;1561Mi;2;1;2;20507
cs-modeling1;1933m;1054Mi;2;1;1;20574
cs-modeling1;1982m;1076Mi;3;1;4;20640
cs-modeling1;1991m;1093Mi;2;3;4;20709
cs-modeling1;747m;1031Mi;1;1;3;20775
cs-modeling1;1742m;1049Mi;2;1;5;20842
cs-modeling1;1976m;1084Mi;3;2;2;20909
cs-modeling1;1976m;1110Mi;4;1;5;20976
cs-modeling1;1986m;1214Mi;3;3;3;21037
cs-modeling1;1986m;1330Mi;4;2;1;21104
cs-modeling1;1995m;1410Mi;5;2;2;21171
cs-modeling1;1983m;1428Mi;5;1;5;21251
cs-modeling1;2001m;1108Mi;5;2;5;21331
cs-modeling1;;;4;2;1;21402
cs-modeling1;1987m;1099Mi;4;3;1;21470
cs-modeling1;1995m;1112Mi;4;3;5;21538
cs-modeling1;1980m;1311Mi;5;2;2;21605
cs-modeling1;2000m;1822Mi;4;1;4;21675
cs-modeling1;1988m;1890Mi;4;3;4;21742
cs-modeling1;1995m;1905Mi;5;2;4;21809
cs-modeling1;1996m;1401Mi;5;3;3;21877
cs-modeling1;1963m;1132Mi;3;2;1;21939
cs-modeling1;2001m;1103Mi;3;2;5;22006
cs-modeling1;1985m;1097Mi;3;2;3;22075
cs-modeling1;;;3;1;1;22142
cs-modeling1;684m;1048Mi;4;3;1;22208
cs-modeling1;1485m;1053Mi;1;2;1;22269
cs-modeling1;1794m;1063Mi;1;2;2;22335
cs-modeling1;1794m;1063Mi;2;3;3;22402
cs-modeling1;1973m;1307Mi;3;3;1;22468
cs-modeling1;1072m;1037Mi;1;1;1;22529
cs-modeling1;840m;1057Mi;1;1;4;22590
cs-modeling1;1929m;1074Mi;2;2;4;22656
cs-modeling1;1980m;1110Mi;3;2;5;22723
cs-modeling1;1990m;1109Mi;4;3;4;22789
cs-modeling1;1550m;1051Mi;1;1;2;22857
cs-modeling1;1828m;1058Mi;2;1;4;22925
cs-modeling1;2000m;1080Mi;3;1;2;22991
cs-modeling1;2000m;1098Mi;3;3;5;23060
cs-modeling1;2000m;1098Mi;4;2;4;23121
cs-modeling1;;;3;1;1;23190
cs-modeling1;1987m;1093Mi;3;1;5;23260
cs-modeling1;2000m;1103Mi;4;2;1;23327
cs-modeling1;1990m;1081Mi;3;3;4;23396
cs-modeling1;1759m;1056Mi;2;2;4;23464
cs-modeling1;1998m;1089Mi;2;2;2;23532
cs-modeling1;1969m;1102Mi;3;1;5;23599
cs-modeling1;1972m;1118Mi;4;2;3;23665
cs-modeling1;1967m;1104Mi;3;1;2;23727
cs-modeling1;2000m;1099Mi;3;3;3;23796
cs-modeling1;;;3;2;2;23864
cs-modeling1;1976m;1346Mi;4;2;2;23930
cs-modeling1;1970m;1411Mi;4;3;4;24002
cs-modeling1;1681m;1066Mi;1;1;5;24067
cs-modeling1;1953m;1082Mi;2;2;3;24133
cs-modeling1;1963m;1096Mi;3;2;1;24199
cs-modeling1;2001m;1103Mi;4;3;4;24266
cs-modeling1;1996m;1450Mi;4;2;5;24327
cs-modeling1;1974m;1097Mi;3;2;1;24397
cs-modeling1;1998m;1101Mi;4;3;4;24464
cs-modeling1;1958m;1213Mi;4;3;5;24531
cs-modeling1;1980m;1746Mi;5;1;5;24597
cs-modeling1;1989m;1870Mi;3;2;4;24669
cs-modeling1;1918m;1088Mi;4;1;2;24736
cs-modeling1;;;4;3;5;24804
cs-modeling1;1970m;1278Mi;5;2;4;24871
cs-modeling1;2001m;1426Mi;5;2;5;24932
cs-modeling1;2000m;1766Mi;5;1;3;25002
cs-modeling1;2000m;1846Mi;5;1;1;25071
cs-modeling1;1989m;1917Mi;5;1;4;25142
cs-modeling1;1998m;1919Mi;5;1;3;25224
cs-modeling1;2000m;1095Mi;4;2;2;25295
cs-modeling1;2000m;1123Mi;4;1;1;25364
cs-modeling1;2002m;1114Mi;5;2;1;25431
cs-modeling1;1994m;1116Mi;5;3;2;25520
cs-modeling1;;;1;1;5;25591
cs-modeling1;1960m;1070Mi;2;2;2;25658
cs-modeling1;1976m;1083Mi;3;3;3;25725
cs-modeling1;1975m;1271Mi;4;2;1;25792
cs-modeling1;1113m;1042Mi;1;3;4;25857
cs-modeling1;1932m;1463Mi;2;2;5;25923
cs-modeling1;1985m;1571Mi;3;1;3;25990
cs-modeling1;1978m;1592Mi;4;3;4;26057
cs-modeling1;1985m;1243Mi;4;1;4;26118
cs-modeling1;1854m;1055Mi;2;1;2;26189
cs-modeling1;1975m;1072Mi;3;1;5;26256
cs-modeling1;1982m;1091Mi;4;3;3;26323
cs-modeling1;1993m;1273Mi;5;3;3;26390
cs-modeling1;1937m;1063Mi;2;2;5;26453
cs-modeling1;1994m;1073Mi;3;1;5;26521
cs-modeling1;2001m;1093Mi;4;3;3;26588
cs-modeling1;1970m;1209Mi;4;2;4;26656
cs-modeling1;1975m;1316Mi;5;1;3;26717
cs-modeling1;1983m;1091Mi;3;2;5;26788
cs-modeling1;2000m;1098Mi;4;3;4;26855
cs-modeling1;1992m;1129Mi;5;1;4;26922
cs-modeling1;1995m;1368Mi;5;2;5;27009
cs-modeling1;;;5;3;2;27078
cs-modeling1;;;4;2;2;27148
cs-modeling1;;;5;1;1;27215
cs-modeling1;1972m;1129Mi;5;1;4;27284
cs-modeling1;1979m;1197Mi;2;3;2;27346
cs-modeling1;1950m;1090Mi;2;3;1;27413
cs-modeling1;1611m;1057Mi;1;2;1;27478
cs-modeling1;1956m;1090Mi;2;1;2;27545
cs-modeling1;1856m;1053Mi;2;1;5;27608
cs-modeling1;1243m;1025Mi;1;1;1;27675
cs-modeling1;1830m;1054Mi;1;1;5;27743
cs-modeling1;1617m;1053Mi;2;2;1;27809
cs-modeling1;1999m;1124Mi;3;3;1;27877
cs-modeling1;1579m;1057Mi;2;2;3;27938
cs-modeling1;1900m;1060Mi;1;2;1;28003
cs-modeling1;1983m;1074Mi;2;1;1;28070
cs-modeling1;1902m;1069Mi;2;2;5;28141
cs-modeling1;;;2;3;3;28208
cs-modeling1;;;1;3;1;28269
cs-modeling1;1856m;1029Mi;1;2;2;28334
cs-modeling1;1719m;1059Mi;2;3;3;28400
cs-modeling1;1946m;1337Mi;3;1;1;28467
cs-modeling1;1255m;1833Mi;1;3;5;28528
cs-modeling1;1725m;1064Mi;1;2;1;28593
cs-modeling1;1973m;1083Mi;2;1;5;28660
cs-modeling1;1981m;1063Mi;2;3;2;28727
cs-modeling1;1987m;1223Mi;3;1;1;28794
cs-modeling1;1008m;1048Mi;1;2;3;28855
cs-modeling1;1871m;1065Mi;2;1;4;28921
cs-modeling1;1798m;1065Mi;2;2;4;28989
cs-modeling1;1983m;1084Mi;3;3;5;29056
cs-modeling1;1987m;1184Mi;4;1;5;29117
cs-modeling1;;;3;2;1;29187
cs-modeling1;2000m;1895Mi;4;2;4;29253
cs-modeling1;1967m;1133Mi;5;1;2;29321
cs-modeling1;1965m;1124Mi;5;3;5;29389
cs-modeling1;1994m;1706Mi;3;2;2;29461
cs-modeling1;2000m;1832Mi;4;3;1;29527
cs-modeling1;1988m;1941Mi;4;3;5;29595
cs-modeling1;1986m;2166Mi;4;3;3;29663
cs-modeling1;1471m;1048Mi;2;2;3;29724
cs-modeling1;1698m;1046Mi;1;3;1;29790
cs-modeling1;1783m;1060Mi;1;1;1;29855
cs-modeling1;1931m;1051Mi;1;1;2;29920
cs-modeling1;1941m;1089Mi;2;2;1;29986
cs-modeling1;277m;1035Mi;1;3;3;30047
cs-modeling1;277m;1035Mi;1;2;3;30107
cs-modeling1;1772m;1056Mi;2;3;5;30173
cs-modeling1;1981m;1460Mi;2;1;3;30241
cs-modeling1;1992m;1830Mi;3;1;5;30307
cs-modeling1;2000m;1077Mi;2;1;1;30375
cs-modeling1;1974m;1135Mi;3;1;5;30442
cs-modeling1;1971m;1085Mi;3;1;1;30513
cs-modeling1;1968m;1100Mi;4;3;5;30580
cs-modeling1;;;3;3;1;30642
cs-modeling1;;;2;1;3;30713
cs-modeling1;1976m;1074Mi;3;3;3;30780
cs-modeling1;1987m;1297Mi;4;2;4;30848
cs-modeling1;1977m;1384Mi;4;3;5;30909
cs-modeling1;1989m;1724Mi;2;2;1;30980
cs-modeling1;1859m;1084Mi;2;2;1;31047
cs-modeling1;1980m;1087Mi;3;2;3;31114
cs-modeling1;1997m;1077Mi;3;3;4;31182
cs-modeling1;1963m;1479Mi;1;3;5;31243
cs-modeling1;1315m;1843Mi;2;1;5;31309
cs-modeling1;2017m;1077Mi;2;2;4;31376
cs-modeling1;1987m;1103Mi;3;1;4;31443
cs-modeling1;2000m;1117Mi;4;1;3;31508
cs-modeling1;2000m;1111Mi;4;3;5;31576
cs-modeling1;2001m;1339Mi;5;3;1;31642
cs-modeling1;1984m;1457Mi;5;2;2;31724
cs-modeling1;1997m;1675Mi;5;1;5;31796
cs-modeling1;1999m;1876Mi;3;3;5;31867
cs-modeling1;2001m;1375Mi;3;2;4;31935
cs-modeling1;2002m;1517Mi;4;3;4;32002
cs-modeling1;2000m;1804Mi;5;1;1;32069
cs-modeling1;1990m;1986Mi;5;3;5;32134
cs-modeling1;1986m;2670Mi;5;1;4;32203
cs-modeling1;1959m;2751Mi;3;1;3;32278
cs-modeling1;1977m;1546Mi;4;3;1;32345
cs-modeling1;1977m;1784Mi;4;1;2;32409
cs-modeling1;;;3;3;4;32484
cs-modeling1;1977m;1298Mi;3;1;5;32552
cs-modeling1;1988m;1413Mi;3;3;5;32620
cs-modeling1;1993m;1528Mi;4;3;1;32687
cs-modeling1;1993m;1528Mi;2;1;5;32753
cs-modeling1;1969m;1090Mi;3;2;2;32820
cs-modeling1;1999m;1113Mi;4;2;3;32887
cs-modeling1;2001m;1112Mi;4;2;5;32955
cs-modeling1;2001m;1123Mi;5;3;5;33017
cs-modeling1;1979m;1582Mi;4;2;3;33086
cs-modeling1;;;5;1;3;33153
cs-modeling1;1978m;1827Mi;5;1;3;33314
cs-modeling1;1988m;1122Mi;4;3;2;33385
cs-modeling1;2037m;1184Mi;4;1;3;33453
cs-modeling1;2001m;1270Mi;4;2;2;33521
cs-modeling1;2000m;1134Mi;4;1;1;33589
cs-modeling1;1281m;1491Mi;1;3;4;33650
cs-modeling1;1876m;1132Mi;1;3;5;33715
cs-modeling1;1810m;1499Mi;2;2;5;33781
cs-modeling1;1976m;1677Mi;3;1;3;33848
cs-modeling1;1971m;1822Mi;4;1;1;33909
cs-modeling1;781m;1032Mi;1;2;4;33977
cs-modeling1;1824m;1054Mi;2;3;1;34044
cs-modeling1;1874m;1055Mi;2;2;4;34110
cs-modeling1;1979m;1071Mi;2;1;1;34178
cs-modeling1;1207m;1036Mi;1;2;5;34239
cs-modeling1;1640m;1225Mi;1;3;4;34303
cs-modeling1;1958m;1593Mi;2;3;5;34370
cs-modeling1;1976m;1907Mi;3;2;1;34437
cs-modeling1;1990m;1547Mi;3;1;1;34509
cs-modeling1;287m;1032Mi;1;2;1;34570
cs-modeling1;1318m;1034Mi;1;1;5;34636
cs-modeling1;1796m;1059Mi;2;2;3;34702
cs-modeling1;1981m;1076Mi;3;1;5;34769
cs-modeling1;1990m;1095Mi;3;1;3;34830
cs-modeling1;1985m;1097Mi;4;2;1;34896
cs-modeling1;1981m;1118Mi;5;2;5;34963
cs-modeling1;1996m;1132Mi;5;2;2;35119
cs-modeling1;1987m;1127Mi;4;2;5;35190
cs-modeling1;;;4;1;2;35259
cs-modeling1;1986m;1097Mi;4;2;2;35327
cs-modeling1;1998m;1391Mi;4;3;4;35396
cs-modeling1;1771m;1062Mi;1;2;5;35464
cs-modeling1;1962m;1062Mi;2;2;4;35530
cs-modeling1;1986m;1096Mi;3;1;3;35597
cs-modeling1;1993m;1148Mi;4;1;2;35664
cs-modeling1;1992m;1107Mi;4;2;2;35725
cs-modeling1;1616m;1061Mi;2;3;2;35795
cs-modeling1;1498m;1040Mi;1;1;4;35861
cs-modeling1;1643m;1053Mi;2;3;3;35927
cs-modeling1;1998m;1076Mi;3;2;5;35994
cs-modeling1;1708m;1060Mi;1;1;1;36060
cs-modeling1;1673m;1174Mi;1;3;5;36125
cs-modeling1;1988m;1659Mi;2;3;3;36193
cs-modeling1;1993m;1903Mi;3;1;5;36259
cs-modeling1;1983m;1081Mi;3;2;5;36321
cs-modeling1;2001m;1085Mi;3;2;4;36389
cs-modeling1;1978m;1109Mi;4;2;3;36456
cs-modeling1;1970m;1105Mi;4;1;3;36524
cs-modeling1;1991m;1114Mi;5;3;4;36591
cs-modeling1;1983m;1080Mi;3;2;1;36661
cs-modeling1;1935m;1072Mi;2;1;4;36731
cs-modeling1;1980m;1085Mi;3;3;2;36797
cs-modeling1;1988m;1215Mi;3;2;4;36866
cs-modeling1;1989m;1076Mi;3;2;2;36927
cs-modeling1;1019m;1038Mi;1;2;5;36994
cs-modeling1;1814m;1062Mi;2;3;2;37061
cs-modeling1;2000m;1183Mi;3;1;1;37127
cs-modeling1;1325m;1054Mi;3;1;3;37195
cs-modeling1;1470m;1038Mi;1;2;4;37256
cs-modeling1;1816m;1060Mi;1;1;5;37321
cs-modeling1;1946m;1176Mi;2;3;4;37387
cs-modeling1;1988m;1351Mi;3;2;3;37454
cs-modeling1;2001m;1101Mi;4;1;2;37516
cs-modeling1;1999m;1104Mi;2;1;2;37586
cs-modeling1;1983m;1087Mi;3;2;1;37653
cs-modeling1;1979m;1082Mi;3;1;5;37722
cs-modeling1;1985m;1102Mi;4;2;3;37789
cs-modeling1;1997m;1078Mi;2;2;2;37852
cs-modeling1;1972m;1115Mi;3;3;5;37919
cs-modeling1;1968m;1365Mi;3;1;2;37991
cs-modeling1;1969m;1467Mi;4;2;2;38058
cs-modeling1;1981m;1594Mi;4;3;4;38119
cs-modeling1;1808m;1560Mi;1;1;2;38187
cs-modeling1;1780m;1059Mi;2;2;3;38253
cs-modeling1;1987m;1083Mi;3;2;3;38320
cs-modeling1;1994m;1105Mi;3;2;1;38388
cs-modeling1;1290m;1060Mi;1;1;4;38449
cs-modeling1;1969m;1161Mi;2;3;3;38515
cs-modeling1;1984m;1325Mi;3;1;3;38581
cs-modeling1;1992m;1376Mi;3;1;2;38650
cs-modeling1;1992m;1081Mi;3;2;5;38711
cs-modeling1;1057m;1046Mi;1;3;2;38778
cs-modeling1;1194m;1053Mi;1;1;5;38842
cs-modeling1;1844m;1070Mi;2;3;5;38908
cs-modeling1;1971m;1339Mi;3;2;4;38975
cs-modeling1;1976m;1481Mi;4;1;1;39037
cs-modeling1;2003m;1907Mi;5;3;3;39103
cs-modeling1;1961m;1273Mi;4;1;2;39173
cs-modeling1;1976m;1382Mi;4;1;1;39241
cs-modeling1;1992m;1117Mi;5;1;3;39308
cs-modeling1;544m;1048Mi;1;3;3;39380
cs-modeling1;1704m;1321Mi;2;3;2;39446
cs-modeling1;;;1;2;1;39511
cs-modeling1;1975m;1080Mi;2;2;4;39578
cs-modeling1;1149m;1052Mi;1;2;2;39639
cs-modeling1;1582m;1137Mi;1;3;5;39703
cs-modeling1;1942m;1548Mi;2;1;2;39770
cs-modeling1;1973m;1704Mi;3;3;4;39837
cs-modeling1;1963m;2007Mi;4;3;1;39903
cs-modeling1;315m;1048Mi;1;3;4;39964
cs-modeling1;1193m;1048Mi;1;1;2;40029
cs-modeling1;1934m;1076Mi;2;3;1;40096
cs-modeling1;1830m;1078Mi;1;1;4;40161
cs-modeling1;735m;1053Mi;2;1;3;40222
cs-modeling1;1697m;1197Mi;1;3;3;40288
cs-modeling1;1834m;1075Mi;2;1;1;40353
cs-modeling1;1743m;1151Mi;2;3;2;40419
cs-modeling1;;;1;2;1;40485
cs-modeling1;;;1;3;5;40546
cs-modeling1;736m;1053Mi;1;1;1;40610
cs-modeling1;1790m;1067Mi;1;1;2;40677
cs-modeling1;1681m;1071Mi;2;2;2;40744
cs-modeling1;405m;1048Mi;3;1;2;40809
cs-modeling1;977m;1051Mi;1;3;3;40870
cs-modeling1;1805m;1072Mi;1;1;3;40934
cs-modeling1;1974m;1099Mi;2;2;5;41000
cs-modeling1;1982m;1099Mi;3;1;2;41066
cs-modeling1;1975m;1095Mi;3;1;3;41128
cs-modeling1;1023m;1056Mi;1;3;4;41195
cs-modeling1;1411m;1425Mi;2;3;2;41260
cs-modeling1;1984m;1707Mi;3;1;5;41328
cs-modeling1;1989m;1076Mi;2;1;3;41396
cs-modeling1;2000m;1090Mi;2;3;4;41464
cs-modeling1;2008m;1445Mi;2;3;1;41536
cs-modeling1;1962m;1587Mi;2;3;1;41604
cs-modeling1;1371m;1054Mi;1;2;1;41669
cs-modeling1;573m;1053Mi;1;3;1;41729
cs-modeling1;399m;1058Mi;1;3;2;41790
cs-modeling1;1490m;1063Mi;1;3;3;41855
cs-modeling1;1765m;1358Mi;2;3;5;41922
cs-modeling1;1771m;1434Mi;2;2;4;41990
cs-modeling1;1987m;1871Mi;1;2;5;42051
cs-modeling1;1778m;1068Mi;2;2;3;42117
cs-modeling1;1996m;1099Mi;3;3;4;42185
cs-modeling1;2005m;1386Mi;3;2;5;42253
cs-modeling1;1663m;1070Mi;4;3;1;42314
cs-modeling1;1382m;1056Mi;1;3;2;42375
cs-modeling1;1860m;1173Mi;1;3;3;42440
cs-modeling1;2021m;1370Mi;2;2;3;42506
cs-modeling1;1844m;1082Mi;2;2;3;42574
cs-modeling1;279m;1052Mi;1;1;1;42634
cs-modeling1;1729m;1071Mi;1;1;5;42700
cs-modeling1;1972m;1090Mi;2;3;3;42766
cs-modeling1;1977m;1334Mi;3;2;3;42833
cs-modeling1;1979m;1405Mi;4;1;1;42900
cs-modeling1;990m;1061Mi;1;1;3;42967
cs-modeling1;1787m;1080Mi;2;3;3;43034
cs-modeling1;2001m;1232Mi;3;3;2;43101
cs-modeling1;2001m;1442Mi;4;1;4;43168
cs-modeling1;334m;1061Mi;2;3;2;43229
cs-modeling1;1758m;1076Mi;1;2;4;43295
cs-modeling1;1971m;1153Mi;2;3;2;43361
cs-modeling1;1980m;1104Mi;3;1;3;43428
cs-modeling1;2000m;1109Mi;3;2;1;43495
cs-modeling1;675m;1078Mi;1;2;5;43556
cs-modeling1;1831m;1078Mi;2;2;1;43623
cs-modeling1;2001m;1104Mi;3;2;1;43690
cs-modeling1;1990m;1099Mi;3;1;3;43759
cs-modeling1;303m;1050Mi;2;3;1;43825
cs-modeling1;303m;1050Mi;1;2;5;43886
cs-modeling1;1769m;1068Mi;2;2;5;43952
cs-modeling1;1989m;1089Mi;3;1;1;44018
cs-modeling1;1982m;1109Mi;3;2;2;44087
cs-modeling1;1202m;1064Mi;1;1;5;44148
cs-modeling1;1977m;1088Mi;2;1;2;44214
cs-modeling1;1978m;1106Mi;3;2;3;44281
cs-modeling1;1994m;1116Mi;4;2;2;44349
cs-modeling1;1991m;1140Mi;5;3;1;44410
cs-modeling1;293m;1054Mi;1;3;5;44472
cs-modeling1;1488m;1438Mi;2;2;5;44539
cs-modeling1;2000m;1647Mi;3;3;3;44606
cs-modeling1;2000m;1901Mi;4;1;3;44673
cs-modeling1;1060m;1052Mi;2;3;3;44735
cs-modeling1;1798m;1076Mi;1;1;1;44801
cs-modeling1;1683m;1073Mi;1;1;5;44866
cs-modeling1;1982m;1080Mi;2;1;4;44932
cs-modeling1;2000m;1115Mi;3;2;5;44999
cs-modeling1;2000m;1131Mi;4;3;3;45066
cs-modeling1;2000m;1237Mi;4;2;1;45135
cs-modeling1;2000m;1338Mi;5;3;1;45201
cs-modeling1;1983m;1420Mi;4;1;1;45280
cs-modeling1;682m;1053Mi;1;3;2;45341
cs-modeling1;1806m;1072Mi;1;2;3;45402
cs-modeling1;1966m;1091Mi;2;3;2;45468
cs-modeling1;;;1;1;2;45534
cs-modeling1;1956m;1069Mi;2;1;1;45601
cs-modeling1;267m;1056Mi;1;2;1;45662
cs-modeling1;273m;1054Mi;1;3;2;45727
cs-modeling1;1787m;1080Mi;1;1;3;45792
cs-modeling1;1976m;1095Mi;2;2;1;45858
cs-modeling1;301m;1053Mi;3;3;1;45919
cs-modeling1;631m;1057Mi;1;3;2;45980
cs-modeling1;1759m;1075Mi;1;1;3;46045
cs-modeling1;1939m;1097Mi;2;3;4;46112
cs-modeling1;1973m;1353Mi;3;3;1;46178
cs-modeling1;960m;1386Mi;1;3;5;46239
cs-modeling1;858m;1052Mi;1;2;1;46304
cs-modeling1;1835m;1077Mi;2;3;5;46370
cs-modeling1;1856m;1387Mi;2;3;4;46438
cs-modeling1;1977m;1770Mi;3;2;5;46505
cs-modeling1;;;1;2;2;46572
cs-modeling1;1987m;1085Mi;2;1;1;46638
cs-modeling1;1987m;1096Mi;3;3;1;46705
cs-modeling1;1138m;1069Mi;1;1;4;46772
cs-modeling1;1427m;1081Mi;2;2;3;46833
cs-modeling1;1006m;1061Mi;1;2;3;46898
cs-modeling1;1772m;1079Mi;2;3;1;46964
cs-modeling1;1894m;1078Mi;2;3;2;47031
cs-modeling1;693m;1062Mi;1;2;1;47096
cs-modeling1;1206m;1854Mi;1;3;5;47157
cs-modeling1;1779m;1237Mi;1;3;3;47222
cs-modeling1;1910m;1083Mi;2;1;4;47289
cs-modeling1;1616m;1083Mi;2;2;2;47357
cs-modeling1;1991m;1117Mi;3;1;4;47418
cs-modeling1;1761m;1081Mi;2;2;2;47487
cs-modeling1;2001m;1105Mi;3;1;5;47554
cs-modeling1;2000m;1101Mi;3;1;2;47623
cs-modeling1;2000m;1128Mi;4;3;4;47689
cs-modeling1;1990m;1387Mi;2;3;1;47752
cs-modeling1;1731m;1084Mi;2;2;1;47820
cs-modeling1;1957m;1097Mi;2;2;4;47888
cs-modeling1;1916m;1097Mi;2;1;5;47956
cs-modeling1;1981m;1157Mi;3;3;3;48017
cs-modeling1;1913m;1098Mi;2;2;3;48091
cs-modeling1;1982m;1104Mi;2;1;4;48158
cs-modeling1;1979m;1111Mi;3;1;1;48225
cs-modeling1;1758m;1081Mi;4;3;3;48291
cs-modeling1;793m;1066Mi;1;3;2;48352
cs-modeling1;1723m;1080Mi;1;1;1;48417
cs-modeling1;1576m;1083Mi;1;1;5;48483
cs-modeling1;1965m;1103Mi;2;2;2;48549
cs-modeling1;1983m;1102Mi;3;2;2;48610
cs-modeling1;1675m;1089Mi;1;1;3;48677
cs-modeling1;1915m;1095Mi;2;2;3;48743
cs-modeling1;1966m;1106Mi;3;2;3;48809
cs-modeling1;1994m;1126Mi;4;1;1;48876
cs-modeling1;2001m;1121Mi;1;1;3;48937
cs-modeling1;1688m;1082Mi;1;2;2;49006
cs-modeling1;1727m;1085Mi;2;1;3;49071
cs-modeling1;1973m;1140Mi;3;3;1;49138
cs-modeling1;1641m;1079Mi;2;2;5;49207
cs-modeling1;1322m;1556Mi;1;3;4;49268
cs-modeling1;1723m;1086Mi;1;1;3;49333
cs-modeling1;1760m;1092Mi;2;3;3;49400
cs-modeling1;1996m;1328Mi;3;2;4;49466
cs-modeling1;1474m;1079Mi;2;1;1;49527
cs-modeling1;1095m;1071Mi;1;3;1;49594
cs-modeling1;837m;1059Mi;1;3;5;49658
cs-modeling1;1734m;1401Mi;2;3;2;49724
cs-modeling1;1112m;1064Mi;3;3;1;49791
cs-modeling1;1257m;1082Mi;1;2;5;49852
cs-modeling1;1257m;1082Mi;1;3;5;49916
cs-modeling1;1979m;1789Mi;2;3;4;49982
cs-modeling1;1966m;2054Mi;3;2;1;50049
cs-modeling1;1997m;2422Mi;4;2;1;50110
cs-modeling1;1746m;1083Mi;1;2;3;50177
cs-modeling1;1957m;1094Mi;2;1;4;50244
cs-modeling1;1987m;1146Mi;3;2;4;50310
cs-modeling1;1988m;1108Mi;3;3;5;50378
cs-modeling1;2001m;1719Mi;4;2;5;50440
cs-modeling1;2001m;1908Mi;4;1;5;50508
cs-modeling1;2000m;1903Mi;4;2;4;50576
cs-modeling1;1991m;1127Mi;4;3;1;50645
cs-modeling1;1988m;1105Mi;4;3;2;50711
cs-modeling1;1925m;1091Mi;2;2;2;50781
cs-modeling1;1993m;1110Mi;3;1;5;50847
cs-modeling1;;;3;2;4;50915
cs-modeling1;1971m;1130Mi;4;2;1;50982
cs-modeling1;1971m;1130Mi;2;2;1;51043
cs-modeling1;1978m;1126Mi;3;3;1;51110
cs-modeling1;1966m;1108Mi;2;2;2;51178
cs-modeling1;1939m;1100Mi;2;2;3;51247
cs-modeling1;2001m;1113Mi;3;3;3;51310
cs-modeling1;306m;1064Mi;1;3;5;51371
cs-modeling1;1792m;1851Mi;2;3;4;51437
cs-modeling1;1990m;2091Mi;3;3;2;51503
cs-modeling1;1913m;1587Mi;3;3;1;51571
cs-modeling1;332m;1063Mi;1;1;1;51632
cs-modeling1;332m;1063Mi;1;1;5;51693
cs-modeling1;1482m;1067Mi;2;3;4;51761
cs-modeling1;1974m;1384Mi;3;2;2;51827
cs-modeling1;1958m;1509Mi;4;3;5;51895
cs-modeling1;1681m;1057Mi;1;3;1;51967
cs-modeling1;786m;1053Mi;1;1;2;52037
cs-modeling1;1771m;1079Mi;2;2;2;52104
cs-modeling1;2000m;1099Mi;2;2;2;52179
cs-modeling1;534m;1050Mi;1;3;3;52239
cs-modeling1;1853m;1225Mi;1;3;4;52304
cs-modeling1;1980m;1518Mi;2;1;2;52370
cs-modeling1;1994m;1630Mi;3;1;4;52436
cs-modeling1;1991m;1108Mi;3;2;5;52510
cs-modeling1;1500m;1053Mi;1;3;5;52577
cs-modeling1;1834m;1450Mi;2;2;2;52644
cs-modeling1;1992m;1651Mi;3;3;3;52711
cs-modeling1;1977m;2105Mi;4;1;5;52777
cs-modeling1;1977m;2105Mi;2;1;4;52839
cs-modeling1;1982m;1096Mi;3;1;3;52905
cs-modeling1;1990m;1129Mi;4;2;1;52972
cs-modeling1;1800m;1147Mi;5;1;2;53038
cs-modeling1;1972m;1159Mi;5;1;3;53129
cs-modeling1;1991m;1145Mi;5;2;3;53198
cs-modeling1;1985m;1135Mi;4;3;2;53271
cs-modeling1;1986m;1229Mi;4;2;3;53341
cs-modeling1;1991m;1128Mi;4;1;3;53410
cs-modeling1;1794m;1093Mi;2;1;1;53480
cs-modeling1;1844m;1085Mi;1;1;1;53545
cs-modeling1;1709m;1085Mi;1;2;4;53614
cs-modeling1;1989m;1197Mi;2;3;3;53681
cs-modeling1;370m;1064Mi;1;3;3;53742
cs-modeling1;1704m;1088Mi;1;1;4;53806
cs-modeling1;1974m;1212Mi;2;3;4;53872
cs-modeling1;1976m;1356Mi;3;3;2;53938
cs-modeling1;1987m;1588Mi;4;3;4;54005
cs-modeling1;964m;1073Mi;1;2;5;54074
cs-modeling1;1766m;1083Mi;2;3;3;54141
cs-modeling1;2008m;1249Mi;3;3;1;54208
cs-modeling1;1980m;1103Mi;3;2;3;54276
cs-modeling1;1286m;1861Mi;1;3;5;54337
cs-modeling1;1831m;1187Mi;1;3;2;54402
cs-modeling1;1729m;1081Mi;1;1;1;54466
cs-modeling1;1727m;1117Mi;1;3;1;54531
cs-modeling1;1241m;1119Mi;1;1;3;54595
cs-modeling1;647m;1084Mi;1;1;3;54656
cs-modeling1;1212m;1112Mi;1;1;4;54721
cs-modeling1;1902m;1085Mi;2;3;5;54787
